No.,Scheme_Name,Net_Asset_Value,Outstanding_Number_of_ Units,Nav_Per_Unit,Sale_Price_per_Unit,Repurchase_Price/Unit,Date_Valued
3589,Wekeza Maisha Fund,1637041447.5106,2750859.8562,595.1017,595.1017,583.1997,30-03-2021
3588,Umoja Fund,242719027554.137,350053751.2364,693.3765,693.3765,686.4427,30-03-2021
3587,Bond Fund,76622759236.6107,706739109.196,108.4173,108.4173,108.4173,31-03-2021
3586,Liquid Fund,177155598013.53,650504322.2627,272.3358,272.3358,272.3358,31-03-2021
3585,Jikimu Fund,17350954612.2652,122275515.1218,141.9005,141.9005,139.0625,31-03-2021
3584,Watoto Fund,3960565290.2567,9062615.93,437.0223,437.0223,432.6521,31-03-2021
3583,Wekeza Maisha Fund,1639477183.8316,2754316.668,595.2392,595.2392,583.3344,31-03-2021
3582,Umoja Fund,242765417429.492,350060855.6622,693.4949,693.4949,686.5599,31-03-2021
3581,Bond Fund,76015177836.3673,707423955.2453,107.4535,107.4535,107.4535,01-04-2021
3580,Liquid Fund,178712001250.094,656006239.7325,272.4242,272.4242,272.4242,01-04-2021
3579,Jikimu Fund,16942290507.344,121940709.5649,138.9388,138.9388,136.16,01-04-2021
3578,Watoto Fund,3960009592.8902,9059273.0713,437.1222,437.1222,432.751,01-04-2021
3577,Wekeza Maisha Fund,1617832262.4404,2717296.6692,595.383,595.383,583.4753,01-04-2021
3576,Umoja Fund,242731023251.692,349950956.4616,693.6144,693.6144,686.6783,01-04-2021
3575,Bond Fund,76674662460.4503,712373696.7354,107.6326,107.6326,107.6326,06-04-2021
3574,Liquid Fund,179418104762.097,657527170.0688,272.868,272.868,272.868,06-04-2021
3573,Jikimu Fund,17510143970.0198,121942574.3389,143.5934,143.5934,140.7215,06-04-2021
3572,Watoto Fund,3969618960.7193,9070947.3371,437.619,437.619,433.2428,06-04-2021
3571,Wekeza Maisha Fund,1621977988.1024,2721068.2257,596.0813,596.0813,584.1597,06-04-2021
3570,Umoja Fund,245576863414.335,349959896.3513,701.7286,701.7286,694.7113,06-04-2021
3569,Bond Fund,76908469581.4853,714070750.2307,107.7043,107.7043,107.7043,08-04-2021
3568,Liquid Fund,179735411246.179,658262412.0237,273.0452,273.0452,273.0452,08-04-2021
3567,Jikimu Fund,17515771242.3319,121920461.5177,143.6656,143.6656,140.7922,08-04-2021
3566,Watoto Fund,3973158878.4903,9074918.8285,437.8176,437.8176,433.4394,08-04-2021
3565,Wekeza Maisha Fund,1623260701.5765,2721943.9453,596.3608,596.3608,584.4336,08-04-2021
3564,Umoja Fund,245682986461.563,349992821.1864,701.9658,701.9658,694.9461,08-04-2021
3563,Bond Fund,77616817432.2411,720418493.762,107.7385,107.7385,107.7385,09-04-2021
3562,Liquid Fund,179529577970.051,657294668.7362,273.1341,273.1341,273.1341,09-04-2021
3561,Jikimu Fund,17520162755.6535,121920708.6193,143.7013,143.7013,140.8273,09-04-2021
3560,Watoto Fund,3975909726.0141,9079144.3326,437.9168,437.9168,433.5376,09-04-2021
3559,Wekeza Maisha Fund,1623838987.8034,2722275.9591,596.5005,596.5005,584.5705,09-04-2021
3558,Umoja Fund,245730303776.504,350002627.9319,702.0813,702.0813,695.0605,09-04-2021
3557,Bond Fund,77829589516.9669,721681037.738,107.8449,107.8449,107.8449,12-04-2021
3556,Liquid Fund,180020213452.281,658449612.8286,273.4001,273.4001,273.4001,12-04-2021
3555,Jikimu Fund,17534244105.508,121927222.8307,143.8091,143.8091,140.9329,12-04-2021
3554,Watoto Fund,3982293491.0361,9087431.1781,438.2199,438.2199,433.8377,12-04-2021
3553,Wekeza Maisha Fund,1625203259.3237,2722669.9236,596.9153,596.9153,584.977,12-04-2021
3552,Umoja Fund,245859062733.529,350012695.3318,702.429,702.429,695.4047,12-04-2021
3551,Bond Fund,78098598621.8408,723937086.1379,107.8804,107.8804,107.8804,13-04-2021
3550,Liquid Fund,180720444292.938,660800682.2686,273.4871,273.4871,273.4871,13-04-2021
3549,Jikimu Fund,17669755174.6463,122931967.1138,143.736,143.736,140.8613,13-04-2021
3548,Watoto Fund,3990331041.2846,9111699.816,437.9349,437.9349,433.5555,13-04-2021
3547,Wekeza Maisha Fund,1626393565.1245,2724033.6012,597.0534,597.0534,585.1123,13-04-2021
3546,Umoja Fund,245641174255.727,350022587.862,701.7866,701.7866,694.7688,13-04-2021
3545,Bond Fund,77576740740.3206,718852026.6829,107.9175,107.9175,107.9175,14-04-2021
3544,Liquid Fund,177465194370.155,648661541.6099,273.5867,273.5867,273.5867,14-04-2021
3543,Jikimu Fund,17656767479.5952,122811135.7058,143.7717,143.7717,140.8963,14-04-2021
3542,Watoto Fund,3990898509.0932,9110933.9876,438.034,438.034,433.6536,14-04-2021
3541,Wekeza Maisha Fund,1617647604.8314,2708736.099,597.1965,597.1965,585.2525,14-04-2021
3540,Umoja Fund,245585547971.992,349881545.6304,701.9105,701.9105,694.8914,14-04-2021
3539,Bond Fund,77996525976.1327,722503566.2275,107.9531,107.9531,107.9531,15-04-2021
3538,Liquid Fund,178342719208.659,651657465.7895,273.6756,273.6756,273.6756,15-04-2021
3537,Jikimu Fund,17661066546.9487,122811135.7058,143.8067,143.8067,140.9306,15-04-2021
3536,Watoto Fund,3992795788.5859,9113196.3692,438.1334,438.1334,433.7521,15-04-2021
3535,Wekeza Maisha Fund,1619158767.5964,2710634.9715,597.3356,597.3356,585.3889,15-04-2021
3534,Umoja Fund,245620805189.422,349874479.748,702.0255,702.0255,695.0052,15-04-2021
3533,Bond Fund,78138298840.4473,723579218.5248,107.9886,107.9886,107.9886,16-04-2021
3532,Liquid Fund,177202931375.183,647278839.0294,273.766,273.766,273.766,16-04-2021
3531,Jikimu Fund,17666858217.6125,122821517.6978,143.8417,143.8417,140.9649,16-04-2021
3530,Watoto Fund,3995320957.5435,9116893.8732,438.2327,438.2327,433.8504,16-04-2021
3529,Wekeza Maisha Fund,1620308152.6556,2711927.3773,597.4748,597.4748,585.5253,16-04-2021
3528,Umoja Fund,245668027446.813,349882509.3683,702.1444,702.1444,695.1229,16-04-2021
3527,Bond Fund,78051059824.2793,722057861.6957,108.0953,108.0953,108.0953,19-04-2021
3526,Liquid Fund,177808283742.961,648852676.5748,274.0349,274.0349,274.0349,19-04-2021
3525,Jikimu Fund,17679927467.1729,122823527.6171,143.9458,143.9458,141.0669,19-04-2021
3524,Watoto Fund,3998216080.0679,9117304.6139,438.5305,438.5305,434.1452,19-04-2021
3523,Wekeza Maisha Fund,1621440152.7327,2711927.3773,597.8922,597.8922,585.9343,19-04-2021
3522,Umoja Fund,245795502030.8,349891990.3245,702.4897,702.4897,695.4648,19-04-2021
3521,Bond Fund,79359857246.9513,733927263.7622,108.1304,108.1304,108.1304,20-04-2021
3520,Liquid Fund,177765487932.657,648497499.1979,274.119,274.119,274.119,20-04-2021
3519,Jikimu Fund,17687716257.5329,122848078.8163,143.9804,143.9804,141.1008,20-04-2021
3518,Watoto Fund,4004946229.6923,9130592.9006,438.6294,438.6294,434.2431,20-04-2021
3517,Wekeza Maisha Fund,1621825728.1624,2711944.1027,598.0307,598.0307,586.07,20-04-2021
3516,Umoja Fund,245837298914.858,349894374.9858,702.6043,702.6043,695.5783,20-04-2021
3515,Bond Fund,79638843058.3507,736267437.9355,108.1656,108.1656,108.1656,21-04-2021
3514,Liquid Fund,169105857938.04,616693234.3866,274.2139,274.2139,274.2139,21-04-2021
3513,Jikimu Fund,17592045313.491,4011373264.9675,144.0156,144.0156,141.1353,21-04-2021
3512,Watoto Fund,4011373264.9675,9142744.5585,438.7494,438.7494,434.3619,21-04-2021
3511,Wekeza Maisha Fund,1622246611.7904,2712019.3157,598.1693,598.1693,586.2059,21-04-2021
3510,Umoja Fund,246643376205.403,349609605.2312,705.4823,705.4823,698.4274,21-04-2021
3509,Bond Fund,79746486894.8536,737007707.7749,108.2031,108.2031,108.2031,22-04-2021
3508,Liquid Fund,170397050274.612,621190082.5873,274.3074,274.3074,274.3074,22-04-2021
3507,Jikimu Fund,17604141137.7527,122206160.9299,144.0528,144.0528,141.1718,22-04-2021
3506,Watoto Fund,4011094413.1843,9140276.904,438.8373,438.8373,434.4489,22-04-2021
3505,Wekeza Maisha Fund,1622722043.8177,2712186.4925,598.3077,598.3077,586.3415,22-04-2021
3504,Umoja Fund,246773522536.79,349616821.9365,705.84,705.84,698.7816,22-04-2021
3503,Bond Fund,79882937232.2982,738059226.8958,108.2338,108.2338,108.2338,23-04-2021
3502,Liquid Fund,170786638826.217,622409915.1333,274.3958,274.3958,274.3958,23-04-2021
3501,Jikimu Fund,17655643183.4342,122365824.6087,144.2857,144.2857,141.4,23-04-2021
3500,Watoto Fund,4015077646.8349,9141178.1769,439.2298,439.2298,434.8375,23-04-2021
3499,Wekeza Maisha Fund,1628573387.6041,2716565.518,599.4972,599.4972,587.5072,23-04-2021
3498,Umoja Fund,247254786134.92,349617555.716,707.215,707.215,700.1429,23-04-2021
3497,Bond Fund,80852712650.0279,746056941.3439,108.3734,108.3734,108.3734,27-04-2021
3496,Liquid Fund,172617490400.285,628246162.8412,274.7609,274.7609,274.7609,27-04-2021
3495,Jikimu Fund,17677164009.0508,122396319.6613,144.4256,144.4256,141.5371,27-04-2021
3494,Watoto Fund,4019945548.5842,9143948.9362,439.629,439.629,435.2328,27-04-2021
3493,Wekeza Maisha Fund,1631020247.149,2718100.4691,600.0589,600.0589,588.0577,27-04-2021
3492,Umoja Fund,247424159502.747,349628391.2216,707.6775,707.6775,700.6008,27-04-2021
3491,Bond Fund,81158342041.5527,748626837.5419,108.4096,108.4096,108.4096,28-04-2021
3490,Liquid Fund,173670854746.745,631871961.7698,274.8513,274.8513,274.8513,28-04-2021
3489,Jikimu Fund,17632711870.9961,122039996.5278,144.4831,144.4831,141.5934,28-04-2021
3488,Watoto Fund,4025179662.7522,9151010.8911,439.8617,439.8617,435.4631,28-04-2021
3487,Wekeza Maisha Fund,1643136288.4344,2737656.8826,600.198,600.198,588.1941,28-04-2021
3486,Umoja Fund,248688939972.667,349566146.5798,711.4217,711.4217,704.3075,28-04-2021
3485,Bond Fund,81330726022.6219,749969144.9452,108.4454,108.4454,108.4454,29-04-2021
3484,Liquid Fund,176142242046.065,640654067.2995,274.9413,274.9413,274.9413,29-04-2021
3483,Jikimu Fund,17638045788.4746,122049340.319,144.5157,144.5157,141.6254,29-04-2021
3482,Watoto Fund,4029089879.6209,9158343.1385,439.9365,439.9365,435.5372,29-04-2021
3481,Wekeza Maisha Fund,1644123033.4423,2738660.1103,600.3385,600.3385,588.3317,29-04-2021
3480,Umoja Fund,248759953899.17,349574463.3068,711.6079,711.6079,704.4918,29-04-2021
3479,Bond Fund,81433002701.6929,750665953.5374,108.481,108.481,108.481,30-04-2021
3478,Liquid Fund,176405859465.669,641402407.1501,275.0315,275.0315,275.0315,30-04-2021
3477,Jikimu Fund,17652025897.3013,122070896.2258,144.6047,144.6047,141.7126,30-04-2021
3476,Watoto Fund,4032525140.6146,9159111.5188,440.2747,440.2747,435.872,30-04-2021
3475,Wekeza Maisha Fund,1644708159.4106,2738993.2947,600.4791,600.4791,588.4695,30-04-2021
3474,Umoja Fund,251783175722.712,349589217.1689,720.2258,720.2258,713.0235,30-04-2021
3473,Bond Fund,80875854305.6357,751723679.8797,107.5872,107.5872,107.5872,03-05-2021
3472,Liquid Fund,177120487026.325,643368178.0818,275.3019,275.3019,275.3019,03-05-2021
3471,Jikimu Fund,17712910898.1621,122124002.8199,145.0404,145.0404,142.1396,03-05-2021
3470,Watoto Fund,4054863842.827,9172711.7915,442.0573,442.0573,437.6367,03-05-2021
3469,Wekeza Maisha Fund,1648680190.5883,2743698.1463,600.8971,600.8971,588.8791,03-05-2021
3468,Umoja Fund,252409161177.416,349603385.1446,721.9872,721.9872,714.7673,03-05-2021
3467,Bond Fund,80706300036.4981,749943092.1114,107.6166,107.6166,107.6166,04-05-2021
3466,Liquid Fund,177515611778.408,644590296.7014,275.3929,275.3929,275.3929,04-05-2021
3465,Jikimu Fund,17640095060.7916,121596666.988,145.0705,145.0705,142.1691,04-05-2021
3464,Watoto Fund,4056296069.9635,9173821.3762,442.1599,442.1599,437.7383,04-05-2021
3463,Wekeza Maisha Fund,1660696189.9808,2763035.8997,601.0404,601.0404,589.0196,04-05-2021
3462,Umoja Fund,252468865677.829,349631154.7611,722.1006,722.1006,714.8796,04-05-2021
3461,Bond Fund,81248294857.2389,754667703.155,107.661,107.661,107.661,05-05-2021
3460,Liquid Fund,177879954324.4,645699648.5314,275.4841,275.4841,275.4841,05-05-2021
3459,Jikimu Fund,17651340842.0967,121644466.6676,145.106,145.106,142.2039,05-05-2021
3458,Watoto Fund,4057917719.8513,9176183.5109,442.2228,442.2228,437.8006,05-05-2021
3457,Wekeza Maisha Fund,1664595994.0796,2768862.6797,601.184,601.184,589.1603,05-05-2021
3456,Umoja Fund,252514904984.638,349640025.2845,722.214,722.214,722.214,05-05-2021
3455,Bond Fund,81466289214.2239,756385084.8312,107.7048,107.7048,107.7048,06-05-2021
3454,Liquid Fund,178464854321.419,647563895.3282,275.5942,275.5942,275.5942,06-05-2021
3453,Jikimu Fund,17504934968.105,120250630.1029,145.5704,145.5704,142.659,06-05-2021
3452,Watoto Fund,4058983602.568,9161979.5094,443.0247,443.0247,438.5945,06-05-2021
3451,Wekeza Maisha Fund,1657736717.6911,2756746.8746,601.338,601.338,589.3113,06-05-2021
3450,Umoja Fund,253098564205.014,349541423.9141,724.0875,724.0875,716.8466,06-05-2021
3449,Bond Fund,81641806691.4483,757792784.3953,107.7363,107.7363,107.7363,07-05-2021
3448,Liquid Fund,189887222710.988,688839502.4464,275.6625,275.6625,275.6625,07-05-2021
3447,Jikimu Fund,17513446303.5266,120282023.8477,145.6032,145.6032,142.6911,07-05-2021
3446,Watoto Fund,4059824939.4128,9162453.5235,443.0936,443.0936,438.6627,07-05-2021
3445,Wekeza Maisha Fund,1668130500.2992,2773390.5925,601.4769,601.4769,589.4474,07-05-2021
3444,Umoja Fund,253140096372.879,349546873.0485,724.195,724.195,716.953,07-05-2021
3443,Bond Fund,82007480886.5854,760373510.3912,107.8516,107.8516,107.8516,10-05-2021
3442,Liquid Fund,189582672891.31,687059457.0549,275.9334,275.9334,275.9334,10-05-2021
3441,Jikimu Fund,17537232990.1332,120300452.1729,145.7786,145.7786,142.863,10-05-2021
3440,Watoto Fund,4065930079.7739,9170117.8503,443.3891,443.3891,438.9552,10-05-2021
3439,Wekeza Maisha Fund,1674718642.9244,2782551.4171,601.8644,601.8644,589.8271,10-05-2021
3438,Umoja Fund,253538271363.198,349560256.1357,725.3063,725.3063,718.0533,10-05-2021
3437,Bond Fund,82314753992.3111,762964848.8601,107.888,107.888,107.888,11-05-2021
3436,Liquid Fund,189959745581.752,688206814.3097,276.0213,276.0213,276.0213,11-05-2021
3435,Jikimu Fund,17543112222.9608,120305686.1373,145.8211,145.8211,142.9047,11-05-2021
3434,Watoto Fund,4067430653.7924,9172181.5008,443.4529,443.4529,439.0184,11-05-2021
3433,Wekeza Maisha Fund,1705296825.4726,2832695.6024,602.005,602.005,589.9649,11-05-2021
3432,Umoja Fund,253585671055.666,349571375.5252,725.4189,725.4189,718.1647,11-05-2021
3431,Bond Fund,82170636489.4999,761370852.4622,107.9246,107.9246,107.9246,12-05-2021
3430,Liquid Fund,190003144918.138,688144617.4894,276.1093,276.1093,276.1093,12-05-2021
3429,Jikimu Fund,17536085622.1481,120095873.1216,146.0174,146.0174,143.097,12-05-2021
3428,Watoto Fund,4060412840.9366,9152175.8388,443.6555,443.6555,439.2189,12-05-2021
3427,Wekeza Maisha Fund,1703870787.8113,2829655.5059,602.1478,602.1478,590.1048,12-05-2021
3426,Umoja Fund,253817496774.02,349517464.395,726.194,726.194,718.9321,12-05-2021
3425,Bond Fund,82527674162.8961,764421010.8655,107.961,107.961,107.961,13-05-2021
3424,Liquid Fund,190370827492.689,689257115.3696,276.1971,276.1971,276.1971,13-05-2021
3423,Jikimu Fund,17595188980.5403,120471170.8601,146.0531,146.0531,143.132,13-05-2021
3422,Watoto Fund,4061314246.0827,9153009.9428,443.7135,443.7135,439.2764,13-05-2021
3421,Wekeza Maisha Fund,1704994789.9435,2830856.5483,602.2894,602.2894,590.2436,13-05-2021
3420,Umoja Fund,253866701967.178,349528355.1602,726.3122,726.3122,719.0491,13-05-2021
3419,Bond Fund,83084796478.3843,768546953.4742,108.1063,108.1063,108.1063,17-05-2021
3418,Liquid Fund,189551148250.965,685410525.3631,276.5513,276.5513,276.5513,17-05-2021
3417,Jikimu Fund,17614438414.473,120484591.1392,146.1966,146.1966,143.2727,17-05-2021
3416,Watoto Fund,4064727753.1911,9155881.315,443.9472,443.9472,439.5077,17-05-2021
3415,Wekeza Maisha Fund,1709697798.1714,2835995.6449,602.8563,602.8563,590.7992,17-05-2021
3414,Bond Fund,83210006573.8184,769445449.5291,108.1428,108.1428,108.1428,18-05-2021
3413,Liquid Fund,187665005852.33,678368617.4801,276.6416,276.6416,276.6416,18-05-2021
3412,Jikimu Fund,17665116257.7514,120487730.747,146.6134,146.6134,143.6811,18-05-2021
3411,Watoto Fund,4078266316.5581,9161929.3315,445.1318,445.1318,440.6805,18-05-2021
3410,Wekeza Maisha Fund,1710532161.9911,2836670.7643,603.0069,603.0069,590.9468,18-05-2021
3409,Umoja Fund,254990811749.803,349724506.2584,729.1191,729.1191,721.8279,18-05-2021
3408,Bond Fund,83085811730.9505,768035190.7373,108.1797,108.1797,108.1797,19-05-2021
3407,Liquid Fund,187526135368.707,677649434.8039,276.7303,276.7303,276.7303,19-05-2021
3406,Jikimu Fund,17672541127.1767,120491420.7087,146.6705,146.6705,143.7371,19-05-2021
3405,Watoto Fund,4079262154.0757,9159620.0789,445.3528,445.3528,440.8992,19-05-2021
3404,Wekeza Maisha Fund,1710934658.1568,2836670.7643,603.1488,603.1488,591.0859,19-05-2021
3403,Umoja Fund,255115708143.406,349721220.5081,729.4831,729.4831,722.1882,19-05-2021
3402,Bond Fund,83322694044.2092,769937653.4031,108.2201,108.2201,108.2201,20-05-2021
3401,Liquid Fund,177460373923.842,641004774.4734,276.8472,276.8472,276.8472,20-05-2021
3400,Jikimu Fund,17644654374.237,120271447.6866,146.7069,146.7069,143.7728,20-05-2021
3399,Watoto Fund,4086859723.7761,9174429.84,445.462,445.462,441.0074,20-05-2021
3398,Wekeza Maisha Fund,1710328365.7193,2834997.6283,603.2909,603.2909,591.2251,20-05-2021
3397,Umoja Fund,255135048868.279,349636353.6919,729.7154,729.7154,722.4183,20-05-2021
3396,Bond Fund,83721926327.9012,773368521.896,108.2562,108.2562,108.2562,21-05-2021
3395,Liquid Fund,178130469274.271,642490149.4367,277.2501,277.2501,277.2501,21-05-2021
3394,Jikimu Fund,17649344767.158,120271822.6768,146.7455,146.7455,143.8106,21-05-2021
3393,Watoto Fund,4118841535.6995,9153913.4556,449.9542,449.9542,445.4546,21-05-2021
3392,Wekeza Maisha Fund,1710830593.0612,2835163.3858,603.4328,603.4328,591.3641,21-05-2021
3391,Umoja Fund,255209627351.709,349685024.5863,729.8272,729.8272,722.5289,21-05-2021
3390,Bond Fund,83883729073.2602,774086822.5562,108.3648,108.3648,108.3648,24-05-2021
3389,Liquid Fund,179742376451.145,647696956.2595,277.51,277.51,277.51,24-05-2021
3388,Jikimu Fund,17663999609.1624,120274139.6133,146.8645,146.8645,143.9272,24-05-2021
3387,Watoto Fund,4124094252.5081,9159888.0691,450.2341,450.2341,445.7318,24-05-2021
3386,Wekeza Maisha Fund,1712728935.6458,2836055.5682,603.9123,603.9123,591.8341,24-05-2021
3385,Umoja Fund,255340326852.03,349694805.9409,730.1805,730.1805,722.8787,24-05-2021
3384,Bond Fund,84253737246.4884,777240840.9828,108.4011,108.4011,108.4011,25-05-2021
3383,Liquid Fund,180206204489.596,649161259.139,277.5985,277.5985,277.5985,25-05-2021
3382,Jikimu Fund,17671517061.2827,120285034.0091,146.9137,146.9137,143.9754,25-05-2021
3381,Watoto Fund,4132150976.6875,9175979.6978,450.3226,450.3226,445.8194,25-05-2021
3380,Wekeza Maisha Fund,1713818269.6189,2837529.2923,603.9826,603.9826,591.9029,25-05-2021
3379,Umoja Fund,255404049299.975,349721271.2529,730.3074,730.3074,723.0044,25-05-2021
3378,Bond Fund,84405119625.2542,778370336.0341,108.4383,108.4383,108.4383,26-05-2021
3377,Liquid Fund,180940358358.257,651585929.2519,277.6922,277.6922,277.6922,26-05-2021
3376,Jikimu Fund,17676937954.5463,120303242.6502,146.9365,146.9365,143.9978,26-05-2021
3375,Watoto Fund,4133782841.314,9177667.5031,450.4176,450.4176,445.9134,26-05-2021
3374,Wekeza Maisha Fund,1715733727.1489,2840029.8211,604.1253,604.1253,592.0427,26-05-2021
3373,Umoja Fund,255457641790.344,349738643.7401,730.4244,730.4244,723.1202,26-05-2021
3372,Bond Fund,84476673454.0833,778761301.197,108.4757,108.4757,108.4757,27-05-2021
3371,Liquid Fund,181309815862.586,652696076.7098,277.786,277.786,277.786,27-05-2021
3370,Jikimu Fund,17663321785.6764,120199279.2572,146.9503,146.9503,144.0113,27-05-2021
3369,Watoto Fund,4132606049.2426,9175513.0767,450.3951,450.3951,445.8911,27-05-2021
3368,Wekeza Maisha Fund,1715958032.3257,2839729.5562,604.2681,604.2681,592.1828,27-05-2021
3367,Umoja Fund,255263626553.803,349537413.7589,730.2899,730.2899,722.987,27-05-2021
3366,Bond Fund,85147789846.7386,782373880.789,108.8326,108.8326,108.8326,28-05-2021
3365,Liquid Fund,182048756810.711,655134310.5267,277.8801,277.8801,277.8801,28-05-2021
3364,Jikimu Fund,17680020592.6524,120209841.2455,147.0763,147.0763,144.1348,28-05-2021
3363,Watoto Fund,4138919122.2089,9177930.8794,450.9643,450.9643,446.4547,28-05-2021
3362,Wekeza Maisha Fund,1717389637.0674,2841427.7401,604.4108,604.4108,592.3226,28-05-2021
3361,Umoja Fund,255941895441.469,349540365.9661,732.2241,732.2241,724.9019,28-05-2021
3360,Bond Fund,85381477863.5426,783755731.4479,108.9389,108.9389,108.9389,31-05-2021
3359,Liquid Fund,188489071599.733,677648202.099,278.1518,278.1518,278.1518,31-05-2021
3358,Jikimu Fund,17691235092.7811,120197432.7202,147.1848,147.1848,144.2411,31-05-2021
3357,Watoto Fund,4139458244.791,9173328.3085,451.2493,451.2493,446.7368,31-05-2021
3356,Wekeza Maisha Fund,1742774315.3661,2882575.2511,604.5894,604.5894,592.4976,31-05-2021
3355,Umoja Fund,256282094056.934,349838068.3977,732.5735,732.5735,725.2478,31-05-2021
3354,Bond Fund,85017503433.5513,787389744.5218,107.9739,107.9739,107.9739,01-06-2021
3353,Liquid Fund,189975097064.273,682766770.4507,278.243,278.243,278.243,01-06-2021
3352,Jikimu Fund,17695984904.7498,120199912.5959,147.2213,147.2213,144.2769,01-06-2021
3351,Watoto Fund,4145748122.5488,9185341.7194,451.3439,451.3439,446.8305,01-06-2021
3350,Wekeza Maisha Fund,1768640448.7897,2924681.5138,604.7292,604.7292,592.6347,01-06-2021
3349,Umoja Fund,256325742539.667,349845054.1129,732.6836,732.6836,725.3568,01-06-2021
3348,Bond Fund,85436751242.7419,791011550.4463,108.0095,108.0095,108.0095,02-06-2021
3347,Liquid Fund,190042249392.815,682788962.1864,278.3323,278.3323,278.3323,02-06-2021
3346,Jikimu Fund,17706441316.1045,120202698.0412,147.305,147.305,144.3589,02-06-2021
3345,Watoto Fund,4145876636.8913,9178807.7537,451.6792,451.6792,447.1624,02-06-2021
3344,Wekeza Maisha Fund,1769605151.771,2925565.29,604.8763,604.8763,592.7788,02-06-2021
3343,Umoja Fund,256405597176.008,349719012.0408,733.176,733.176,725.8443,02-06-2021
3342,Bond Fund,86214368457.2144,797957310.4923,108.0438,108.0438,108.0438,03-06-2021
3341,Liquid Fund,190366310963.343,683720457.235,278.4271,278.4271,278.4271,03-06-2021
3340,Jikimu Fund,17707452536.7104,119979431.2544,147.5874,147.5874,144.6357,03-06-2021
3339,Watoto Fund,4154159456.1468,9181701.7409,452.4389,452.4389,447.9146,03-06-2021
3338,Wekeza Maisha Fund,1779817459.5141,2930922.2558,607.2551,607.2551,595.11,03-06-2021
3337,Umoja Fund,256784998370.826,349747421.9831,734.2013,734.2013,726.8592,03-06-2021
3336,Bond Fund,87643583426.7745,810922105.9471,108.0789,108.0789,108.0789,04-06-2021
3335,Liquid Fund,190907524384.168,685431898.5359,278.5215,278.5215,278.5215,04-06-2021
3334,Jikimu Fund,17711172939.94,119985423.6359,147.611,147.611,144.6588,04-06-2021
3333,Watoto Fund,4156374700.7663,9184675.0197,452.5337,452.5337,448.0083,04-06-2021
3332,Wekeza Maisha Fund,1783536991.8211,2936322.9997,607.4049,607.4049,595.2568,04-06-2021
3331,Umoja Fund,256827612460.375,349763646.5554,734.289,734.289,726.9462,04-06-2021
3330,Bond Fund,88143432062.1086,814748880.3695,108.1848,108.1848,108.1848,07-06-2021
3329,Liquid Fund,191340039240.728,686284896.1218,278.8056,278.8056,278.8056,07-06-2021
3328,Jikimu Fund,17801804270.2456,120433812.4087,147.814,147.814,144.8577,07-06-2021
3327,Watoto Fund,4164571689.0241,9186968.6072,453.3129,453.3129,448.7798,07-06-2021
3326,Wekeza Maisha Fund,1784925566.5872,2936502.4959,607.8406,607.8406,595.6838,07-06-2021
3325,Umoja Fund,257246534908.332,349803019.4196,735.404,735.404,728.0499,07-06-2021
3324,Bond Fund,88413794932.3019,816981117.2162,108.2201,108.2201,108.2201,08-06-2021
3323,Liquid Fund,191285234235.389,685855528.6017,278.9002,278.9002,278.9002,08-06-2021
3322,Jikimu Fund,17826978417.5769,120574800.4067,147.85,147.85,144.893,08-06-2021
3321,Watoto Fund,4166135571.6944,9188501.7646,453.4075,453.4075,448.8734,08-06-2021
3320,Wekeza Maisha Fund,1785966188.8689,2937489.5967,607.9906,607.9906,595.8308,08-06-2021
3319,Umoja Fund,257285167035.483,349813839.6626,735.4917,735.4917,728.1368,08-06-2021
3318,Bond Fund,88686890138.2948,819237468.6591,108.2554,108.2554,108.2554,09-06-2021
3317,Liquid Fund,192342088547.668,689411809.428,278.9945,278.9945,278.9945,09-06-2021
3316,Jikimu Fund,17833691338.2776,120590798.1853,147.886,147.886,144.9283,09-06-2021
3315,Watoto Fund,4167045530.1903,9187531.8902,453.5544,453.5544,449.0189,09-06-2021
3314,Wekeza Maisha Fund,1787146730.2916,2938542.4719,608.1745,608.1745,596.0111,09-06-2021
3313,Umoja Fund,257327491747.372,349829682.4052,735.5794,735.5794,728.2236,09-06-2021
3312,Bond Fund,88641043113.432,818539643.8418,108.2917,108.2917,108.2917,10-06-2021
3311,Liquid Fund,192771682241.452,690718283.7593,279.0887,279.0887,279.0887,10-06-2021
3310,Jikimu Fund,17791509061.2408,120275597.2439,147.9228,147.9228,144.9644,10-06-2021
3309,Watoto Fund,4165428804.3801,9182020.2211,453.6506,453.6506,449.1141,10-06-2021
3308,Wekeza Maisha Fund,1772245509.1117,2912309.7665,608.5361,608.5361,596.3653,10-06-2021
3307,Umoja Fund,257228486827.956,349653158.8462,735.6676,735.6676,728.3109,10-06-2021
3306,Bond Fund,88873574104.3723,820413667.0166,108.3278,108.3278,108.3278,11-06-2021
3305,Liquid Fund,193337795117.725,692513953.9056,279.1825,279.1825,279.1825,11-06-2021
3304,Jikimu Fund,17817318511.5735,120420675.4839,147.959,147.959,144.9998,11-06-2021
3303,Watoto Fund,4176516373.4674,9204516.6458,453.7464,453.7464,449.2089,11-06-2021
3302,Wekeza Maisha Fund,1771683752.9382,2909671.4366,608.8948,608.8948,596.7169,11-06-2021
3301,Umoja Fund,257272370092.637,349671116.3418,735.7553,735.7553,728.3977,11-06-2021
